,availability,avg_rating,brand,color,currency,description,images,name,price,original_price,review_count,scraped_at,url,mock_prices,category,cloth_gender
2440,instock,0.0,adidas,collegiate navy,usa,"description great for boys of all ages who won't wear a jacket but need a layer to take the bite out of a chilly morning. this adidas long sleeve printed fleece hoodie pulls over and has a softly lined hood, providing an all-around cozy, comfy feel. fresh adidas graphics on the front and back show brand love.  we partner with better cotton to improve cotton farming globally. better cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.â€¯   better cotton is sourced via a chain-of-custody model called mass balance. this means that better cotton is not physically traceable to end products. however, better cotton farmers benefit from the demand for better cotton in equivalent volumes to those we ""source.""   find out more here: bettercotton.org/learn more details regular fit body: 80% cotton, 20% polyester fleece; hood lining: 100% cotton jersey pullover with hood kangaroo pocket ribbed cuffs and hem machine washable imported product color: collegiate navy product code: ir2839","['https://assets.adidas.com/images/w_600,f_auto,q_auto/3549aac9c8154bbca08fcd78f67b692e_9366/Long_Sleeve_Brand_Sticker_Printed_Fleece_Blue_IR2839_21_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/dd2e43ff96784e76a175f4802499ff7c_9366/Long_Sleeve_Brand_Sticker_Printed_Fleece_Blue_IR2839_23_hover_model.jpg', 'https://assets.adidas.com/images/c_crop,f_auto,fl_lossy,g_north,h_840,q_auto,y_40/9961f985d8bd44e58ce59ebab0608951_9366/Long_Sleeve_Brand_Sticker_Printed_Fleece_Blue_IR2839_01_laydown.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/9961f985d8bd44e58ce59ebab0608951_9366/Long_Sleeve_Brand_Sticker_Printed_Fleece_Blue_IR2839_01_laydown.jpg']",long sleeve brand sticker printed fleece,50.0,50.0,0,2023-12-14 11:21:17,https://www.adidas.com/us/long-sleeve-brand-sticker-printed-fleece/IR2839.html,45.21~30.13~51.97~36.76~55.2,clothing,kids
2441,instock,4.7,adidas,cloud white / wonder blue f23 / lucid lemon f23,usa,"description switch fwd turns gravity into forward motion. forward thinking innovation  move your run up to the next level with the all-new switch fwd designed to turn gravity into forward motion.   an engineered eva midsole structure features purpose-built voids that compress and expand under pressure, helping you forward with every stride. added comfort comes from a breathable mesh upper, and a dedicated support in the heel delivers stability at every pace. the lightweight, high-performance outsole brings optimized grip for all conditions. experience your smoothest run yet with the new switch fwd. details regular fit lace closure engineered mesh upper with breathability windows cushioned, locked-down feel 3d molded heel with anti-slip lining soft eva midsole with tpu stability plate weight: 11.8 ounces (size 9) midsole drop: 10 mm (heel: 44.8 mm / forefoot: 34.8 mm) continentalâ„¢ rubber outsole upper contains a minimum of 50% recycled content imported product color: cloud white / wonder blue f23 / lucid lemon f23 product code: fz5621","['https://assets.adidas.com/images/w_600,f_auto,q_auto/a17ee7ae8da946aea8acfef53cf777d8_9366/Switch_FWD_Running_Shoes_White_FZ5621_HM1.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/ed8dad7921b3482c81e7782733b94b3e_9366/Switch_FWD_Running_Shoes_White_FZ5621_HM3_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/8ef7b506807a4304aeb1a27b0947c1d5_9366/Switch_FWD_Running_Shoes_White_FZ5621_HM4.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/a2077684cc9147798e815af88cfa0318_9366/Switch_FWD_Running_Shoes_White_FZ5621_HM5.jpg']",switch fwd running shoes,98.0,140.0,254,2023-12-14 11:21:55,https://www.adidas.com/us/switch-fwd-running-shoes/FZ5621.html,124.9~97.47~103.06~91.97~90.7,shoes,men
2442,instock,4.4,adidas,core black / cloud white / core black,usa,"description daily-wear running shoes, made in part with recycled materials. from a morning session at the yoga studio to a day of errands to an evening with friends, keep your feet comfortable and your style on point in these adidas shoes. pair them with your favorite tights for the ultimate athletic-casual vibe. a mesh upper helps you stay cool, while superlight cushioning cradles every step you take.  made with a series of recycled materials, this upper features at least 50% recycled content. this product represents just one of our solutions to help end plastic waste. details regular fit lace closure sandwich mesh upper supportive no-sew overlays soft heel lightmotion cushioning rubber outsole upper contains a minimum of 50% recycled content imported product color: core black / cloud white / core black product code: gx0709","['https://assets.adidas.com/images/w_600,f_auto,q_auto/9cc901ddcb3b4447a87dad75010cf779_9366/Duramo_SL_2.0_Running_Shoes_Black_GX0709_01_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/a2e0fbc50bca47ada52fad75010d0694_9366/Duramo_SL_2.0_Running_Shoes_Black_GX0709_02_standard_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/8a945cf054b94307af16ad75010d0e8a_9366/Duramo_SL_2.0_Running_Shoes_Black_GX0709_03_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/8a0395dd72c54fe5a28dad75010d1749_9366/Duramo_SL_2.0_Running_Shoes_Black_GX0709_04_standard.jpg']",duramo sl 2.0 running shoes,56.0,70.0,699,2023-12-14 11:22:13,https://www.adidas.com/us/duramo-sl-2.0-running-shoes/GX0709.html,56.86~45.46~51.98~54.68,shoes,women
2443,instock,4.6,adidas,pulse lime s22 / shadow green f22,usa,"description an adjustable high-support bra, made in part with recycled materials. don't let anything hold you back. from sparring sessions to the hardest hiit classes, the adidas tlrd impact training high-support bra is designed to help you move with confidence.   the high-support bra is crafted from smooth, slick adiflex fabric that feels cool to the touch. sweat-wicking aeroready keeps you feeling dry, while wide, padded straps distribute weight evenly with a comfortable finish. the hook-and-eye closure makes for easy on-and-off. details tight fit scoop neck with hook-and-eye closures 79% recycled polyester, 21% elastane interlock adiflex fabric feels sleek, technical and cool-to-the-touch moisture-absorbing aeroready x-back adjustable shoulder straps mesh front strap and neckline insert front strap stabilizers imported product color: pulse lime s22 / shadow green f22 product code: ik0163","['https://assets.adidas.com/images/w_600,f_auto,q_auto/fc5a4d0497eb4792943cafcb01165479_9366/adidas_TLRD_Impact_Training_High-Support_Bra_Green_IK0163_21_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/907a17b2869945d4b32eafcb01165cfd_9366/adidas_TLRD_Impact_Training_High-Support_Bra_Green_IK0163_23_hover_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/e8d630eefbb04196a4edafcb01166483_9366/adidas_TLRD_Impact_Training_High-Support_Bra_Green_IK0163_25_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/bdb899d54ff64e7e8aeaafcb01168a89_9366/adidas_TLRD_Impact_Training_High-Support_Bra_Green_IK0163_01_laydown.jpg']",adidas tlrd impact training high-support bra,39.0,55.0,288,2023-12-14 11:22:33,https://www.adidas.com/us/adidas-tlrd-impact-training-high-support-bra/IK0163.html,45.68~38.87~34.26,clothing,women
2444,instock,4.8,adidas,multicolor / onix / white,usa,"description a sporty school backpack made in part with recycled content. your backpack is your constant companion. why compromise on function or style? this adidas backpack has everything you need for long days, like comfortable padded straps and side pockets for carrying water bottles or energy drinks. it wipes clean with soap and water. prominent adidas graphics give it a sporty look.  made with a series of recycled materials, and at least 40% recycled content, this product represents just one of our solutions to help end plastic waste. details dimensions: 24"" x 9"" x 19"" 100% recycled polyester multiple zip pockets two side slip-in water bottle pockets hold up to 32-ounce bottles padded adjustable shoulder straps carry loop on top imported product color: multicolor / onix / white product code: gc1169","['https://assets.adidas.com/images/w_600,f_auto,q_auto/67c1bf071e2b4ee093f3af660033bacc_9366/Young_BTS_Creator_Backpack_Multicolor_GC1169_01_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/a5c0cbc71c6d431dbdd8af660033ffe8_9366/Young_BTS_Creator_Backpack_Multicolor_GC1169_02_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/0ed03f765dd24b0f9c8daf66003442af_9366/Young_BTS_Creator_Backpack_Multicolor_GC1169_04_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/63239ec46aa84e21b660af6600348913_9366/Young_BTS_Creator_Backpack_Multicolor_GC1169_05_hover_standard.jpg']",young bts creator backpack,27.0,45.0,149,2023-12-14 11:22:49,https://www.adidas.com/us/young-bts-creator-backpack/GC1169.html,24.03~34.58~43.04~40.82,accessories,kids
2445,instock,4.6,adidas,olive strata / olive strata / cloud white,usa,"description boots inspired by a classic shoe, made in part with recycled materials. the timeless adidas superstar sneakers inspired these cozy and classic juniors' boots. they capture the best design details of their namesake, like the iconic shell toe and 3-stripes. the platform midsole adds a little lift, and a padded collar delivers comfortable ankle support with every step. simple style just stepped it up.  made with a series of recycled materials, this upper features at least 50% recycled content. this product represents just one of our solutions to help end plastic waste. details regular fit lace closure textile upper textile lining rubber outsole upper contains a minimum of 50% recycled content imported product color: olive strata / olive strata / cloud white product code: ig2561","['https://assets.adidas.com/images/w_600,f_auto,q_auto/8b1ea41ea0c4478ca5e36921e7368677_9366/Superstar_Boots_Kids_Green_IG2561_01_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/7c4d2236e1a842e2b7cae0f13414df17_9366/Superstar_Boots_Kids_Green_IG2561_02_standard_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/d31401cc9b6e4c8683c9d182c98ddd8a_9366/Superstar_Boots_Kids_Green_IG2561_03_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/de389ace015947de91591ed588bf18c7_9366/Superstar_Boots_Kids_Green_IG2561_04_standard.jpg']",superstar boots kids,35.0,100.0,22,2023-12-14 11:24:05,https://www.adidas.com/us/superstar-boots-kids/IG2561.html,32.06~48.24~19.17~30.9~32.67,shoes,kids
2446,outofstock,0.0,adidas,lucid pink / cloud white / lucid pink,usa,"description soft slides for active kids on the go. show off their adidas dna in these kids' slides. they have a one-piece molded upper with 3-stripes across the top. a soft, cloud-like footbed is made with quick-dry cushioning for easy comfort. details regular fit slip-on construction one-piece molded eva upper soft cloudfoam footbed lightweight feel imported product color: lucid pink / cloud white / lucid pink product code: ig4860","['https://assets.adidas.com/images/w_600,f_auto,q_auto/4a8bfa77f73048dc8e7b9b7a9ce3ac9d_9366/Adilette_Aqua_Slides_Pink_IG4860_01_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/19f64ab341f84c97b14107e539502a08_9366/Adilette_Aqua_Slides_Pink_IG4860_02_standard_hover.jpg']",adilette aqua slides,22.0,22.0,0,2023-12-14 11:24:21,https://www.adidas.com/us/adilette-aqua-slides/IG4860.html,23.13~26.76~20.73~25.04,shoes,kids
2447,instock,4.8,adidas,maroon / clear pink,usa,"description a minimalist pullover with clean, straightforward adidas dna. straight to the point. this juniors' sweatshirt is no-nonsense and minimalist, which is also what makes it versatile. in one color, except for the small adidas trefoil logo that adds the most subtle pop, it was made to be mixed and matched however you want.  our cotton products support more sustainable cotton farming. details regular fit ribbed crewneck 70% cotton, 30% recycled polyester fleece ribbed cuffs and hem supports the better cotton initiative imported product color: maroon / clear pink product code: ij9813","['https://assets.adidas.com/images/w_600,f_auto,q_auto/ba87fca012ca4c6fb3c9afc700aa4828_9366/Adicolor_Crew_Sweatshirt_Burgundy_IJ9813_01_laydown.jpg', 'https://assets.adidas.com/images/c_crop,f_auto,fl_lossy,g_north,h_840,q_auto,y_40/ba87fca012ca4c6fb3c9afc700aa4828_9366/Adicolor_Crew_Sweatshirt_Burgundy_IJ9813_01_laydown.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/0ebdf375c94c40509475afc700aa51a9_9366/Adicolor_Crew_Sweatshirt_Burgundy_IJ9813_02_laydown_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/1d65f79bebde498a92f0afc700aa5c22_9366/Adicolor_Crew_Sweatshirt_Burgundy_IJ9813_41_detail.jpg']",adicolor crew sweatshirt,27.0,38.0,56,2023-12-14 11:24:49,https://www.adidas.com/us/adicolor-crew-sweatshirt/IJ9813.html,26.02~25.84~23.3,clothing,kids
2448,instock,5.0,adidas,black,usa,"description shorts and a skirt in one, made with a blend of recycled and renewable materials. skirt in the front, shorts in the back. that's how this adidas skort rolls. it gives you the best of both worlds: a polished look that plays well with an active lifestyle. the inner shorts have side seam pockets for practicality, and the elastic waist stretches to give you the fit you want from day to day. a high-rise cut is the perfect match for a crop top or bralette. here's your chance to hang onto warm weather as long as you can.   a minimum of 70% of this product is a blend of recycled and renewable materials. details regular fit elastic waist 75% recycled polyester, 25% elastane doubleknit high rise inner tights with side seam pockets imported product color: black product code: ir8369","['https://assets.adidas.com/images/w_600,f_auto,q_auto/63f9b5a843b84fed9d87ebd8245311df_9366/Last_Days_of_Summer_Skort_Black_IR8369_21_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/c5ebaaadb45a4706a37d995d6729f7b1_9366/Last_Days_of_Summer_Skort_Black_IR8369_23_hover_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/f39290e033d94babb3bacb8ea7181564_9366/Last_Days_of_Summer_Skort_Black_IR8369_25_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/74051a7bd6a5417cb84f4737eca1a273_9366/Last_Days_of_Summer_Skort_Black_IR8369_01_laydown.jpg']",last days of summer skort,18.0,45.0,2,2023-12-14 11:25:23,https://www.adidas.com/us/last-days-of-summer-skort/IR8369.html,14.85~18.97~15.55,clothing,women
2449,instock,4.6,adidas,core black / core black / grey six,usa,"description stylish running-inspired shoes made in part with recycled materials. these wide fit adidas shoes are crafted with a cloudfoam midsole and cushioned sockliner for a light and springy feel. they're inspired by running shoes, but work just as well for juggling daily tasks as they do for jogging.  made with a series of recycled materials, this upper features at least 50% recycled content. this product represents just one of our solutions to help end plastic waste. details wide fit slip-on with laces textile upper lightweight ortholiteâ® sockliner cloudfoam midsole rubber outsole upper contains a minimum of 50% recycled content imported product color: core black / core black / grey six product code: hr1800","['https://assets.adidas.com/images/w_600,f_auto,q_auto/cfdca7c486e8482aa178aed10135f8e7_9366/Lite_Racer_Adapt_5.0_Shoes_Black_HR1800_01_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/84b8b794e94b4e06a4ecaed1013610d7_9366/Lite_Racer_Adapt_5.0_Shoes_Black_HR1800_02_standard_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/ba954217f46a46f09d0baed101361ad4_9366/Lite_Racer_Adapt_5.0_Shoes_Black_HR1800_03_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/2ac6cb7fb3344cd58dfaaed101362735_9366/Lite_Racer_Adapt_5.0_Shoes_Black_HR1800_04_standard.jpg']",lite racer adapt 5.0 shoes,70.0,70.0,457,2023-12-14 11:25:39,https://www.adidas.com/us/lite-racer-adapt-5.0-shoes/HR1800.html,77.05~65.04~76.1~69.54,shoes,men
2450,instock,5.0,adidas,off white / chalk white / wonder white f21,usa,"description throwback shoes that pulse with adidas basketball dna the centennial 85 hi shoes celebrate archival hardwood dna through an homage to one of our basketball icons. they're crafted with a rich suede and nubuck upper and finished with quilted details on the heel collar. classic adidas branding signs off the silhouette throughout â€” like the 3-stripes, the iconic trefoil and signature adidas logos. details regular fit lace closure nubuck and suede upper textile lining rubber outsole imported product color: off white / chalk white / wonder white f21 product code: fz5994","['https://assets.adidas.com/images/w_600,f_auto,q_auto/b77d75c75bdc423e8901aeee01584125_9366/Centennial_85_Hi_Shoes_White_FZ5994_01_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/a1684e421dca4002a4dcaeee01585d07_9366/Centennial_85_Hi_Shoes_White_FZ5994_02_standard_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/a7e6cf8c54d741108f73aeee015869eb_9366/Centennial_85_Hi_Shoes_White_FZ5994_03_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/99cd760b0c2e422a93c0aeee0158772b_9366/Centennial_85_Hi_Shoes_White_FZ5994_04_standard.jpg']",centennial 85 hi shoes,84.0,140.0,2,2023-12-14 11:26:02,https://www.adidas.com/us/centennial-85-hi-shoes/FZ5994.html,106.14~59.46~84.05,shoes,men
2451,instock,4.8,adidas,arctic night / pulse yellow,usa,"description a minimalist pullover with clean, straightforward adidas dna. straight to the point. this juniors' sweatshirt is no-nonsense and minimalist, which is also what makes it versatile. in one color, except for the small adidas trefoil logo that adds the most subtle pop, it was made to be mixed and matched however you want.  our cotton products support more sustainable cotton farming. details regular fit ribbed crewneck 70% cotton, 30% recycled polyester fleece ribbed cuffs and hem supports the better cotton initiative imported product color: arctic night / pulse yellow product code: ij9814","['https://assets.adidas.com/images/w_600,f_auto,q_auto/61f44c08cfe941cb9285afc700aa8db4_9366/Adicolor_Crew_Sweatshirt_Turquoise_IJ9814_01_laydown.jpg', 'https://assets.adidas.com/images/c_crop,f_auto,fl_lossy,g_north,h_840,q_auto,y_40/61f44c08cfe941cb9285afc700aa8db4_9366/Adicolor_Crew_Sweatshirt_Turquoise_IJ9814_01_laydown.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/f8aa8d10587946a392bcafc700aa98c5_9366/Adicolor_Crew_Sweatshirt_Turquoise_IJ9814_02_laydown_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/a78bce3b6d374241b27bafc700aaa495_9366/Adicolor_Crew_Sweatshirt_Turquoise_IJ9814_41_detail.jpg']",adicolor crew sweatshirt,27.0,38.0,56,2023-12-14 11:26:17,https://www.adidas.com/us/adicolor-crew-sweatshirt/IJ9814.html,24.53~21.31~19.93~34.55,clothing,kids
2452,instock,4.6,adidas,shadow red / carbon,usa,"description this soft yoga tee is made with nature. from handstands to balance poses, this adidas t-shirt allows you to move freely and mindfully in your yoga practice. aeroready helps keep you dry as you flow through sun salutations. the sleeve construction allows you to find your bind in side angle or bird of paradise pose.  this tee is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste. details regular fit crewneck 70% lyocell, 30% recycled polyester single jersey soft feel aeroready side slits patterned for freedom of movement water-based-print back graphic soft trim imported product color: shadow red / carbon product code: ip2361","['https://assets.adidas.com/images/w_600,f_auto,q_auto/08b0c40b387447fe9810afd0010452d0_9366/Yoga_Training_Tee_Burgundy_IP2361_21_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/9c88f67982c944f1be28afd001045a6b_9366/Yoga_Training_Tee_Burgundy_IP2361_23_hover_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/1d571a106c0a4187b06dafd001046289_9366/Yoga_Training_Tee_Burgundy_IP2361_25_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/818b4c0312ab4321b01bafd0010487d9_9366/Yoga_Training_Tee_Burgundy_IP2361_01_laydown.jpg']",yoga training tee,36.0,45.0,40,2023-12-14 11:26:34,https://www.adidas.com/us/yoga-training-tee/IP2361.html,44.34~33.58~34.46~46.09~37.32,clothing,men
2453,instock,4.7,adidas,black / white,usa,"description track pants with classic details and modern tapered legs. an updated essential with classic sports details. these juniors' track pants show off 3-stripes and a trefoil logo for authentic adidas originals style. tapered legs and ankle-hugging ribbed cuffs create a modern streamlined shape. details regular fit is not tight and not loose, the perfect in-between fit tapered legs; ribbed cuffs 70% cotton / 30% recycled polyester french terry soft feel front welt pockets drawcord on ribbed waist imported product color: black / white product code: dv2872","['https://assets.adidas.com/images/w_600,f_auto,q_auto/62cc305154404b0db30ea9510125ba6c_9366/3-Stripes_Pants_Black_DV2872_01_laydown.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/267fa3dd0700452890fba95101373720_9366/3-Stripes_Pants_Black_DV2872_02_laydown_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/07aa42f9a6d944ac9fe8ab96007b95dd_9366/3-Stripes_Pants_Black_DV2872_HM1.jpg']",3-stripes pants,42.0,42.0,1035,2023-12-14 11:27:34,https://www.adidas.com/us/3-stripes-pants/DV2872.html,40.32~44.9~38.62,clothing,kids
2454,instock,4.6,adidas,black / white,usa,"description athletic-inspired leggings with a modern high-rise silhouette. crush your to-do list in soft, stretchy leggings that move with you throughout the day. classic adidas logos add a touch of style. they're high-waisted for a modern look that plays well with anything in your closet.  our cotton products support sustainable cotton farming. this is part of our ambition to end plastic waste. details fitted fit high-rise elastic waist 93% cotton, 7% elastane single jersey imported product color: black / white product code: gl1383","['https://assets.adidas.com/images/w_600,f_auto,q_auto/68247d9901c54cf88b6cac3a00fbad1c_9366/Essentials_High-Waisted_Logo_Leggings_Plus_Size_Black_GL1383_21_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/4eaf054752df4104a087ac3a00fbbcb5_9366/Essentials_High-Waisted_Logo_Leggings_Plus_Size_Black_GL1383_23_hover_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/b71bb9c916624787b55fac3a00fbca70_9366/Essentials_High-Waisted_Logo_Leggings_Plus_Size_Black_GL1383_25_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/bc55f4d5678e45359fe6ac44015c3f6a_9366/Essentials_High-Waisted_Logo_Leggings_Plus_Size_Black_GL1383_01_laydown.jpg']",essentials high-waisted logo leggings (plus size),40.0,40.0,279,2023-12-14 11:27:56,https://www.adidas.com/us/essentials-high-waisted-logo-leggings-plus-size/GL1383.html,43.21~32.02~34.79~39.64~37.85,clothing,women
2455,instock,4.3,adidas,off white,usa,"description a juniors' bucket hat made in part with recycled materials. top off your look with collegiate-inspired style. this juniors' adidas bucket hat is a must-have for mall weekends and morning coffee runs. the pure cotton twill fabric is durable but comfortable too, and the all-around brim keeps the silhouette classic.   made with a series of recycled materials, and at least 40% recycled content, this product represents just one of our solutions to help end plastic waste. details 100% cotton twill all-around brim contains a minimum of 40% recycled content imported product color: off white product code: ii3360","['https://assets.adidas.com/images/w_600,f_auto,q_auto/ac6f78b3191a41d19f93afc500b623e2_9366/Collegiate_Bucket_Hat_Kids_White_II3360_01_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/178cf6ae012a42d4883aafc500b62bdc_9366/Collegiate_Bucket_Hat_Kids_White_II3360_02_standard_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/e046aad3483244aea5ccafc500b6383f_9366/Collegiate_Bucket_Hat_Kids_White_II3360_41_detail.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/01490c51519c467f8175afc500b644bd_9366/Collegiate_Bucket_Hat_Kids_White_II3360_42_detail.jpg']",collegiate bucket hat kids,15.0,33.0,3,2023-12-14 11:28:22,https://www.adidas.com/us/collegiate-bucket-hat-kids/II3360.html,13.3~12.85~14.86~13.58,accessories,kids
2456,instock,4.7,adidas,collegiate navy,usa,"description a golf trucker hat made in part with recycled materials. represent adidas golf with this trucker hat. mesh panels keep your head cool when the game heats up, and the curved brim shades your eyes and face. a snapback closure lets you find the perfect fit.  made with a series of recycled materials, and at least 40% recycled content, this product represents just one of our solutions to help end plastic waste. details one size fits most 86% recycled polyester, 14% elastane plain weave embroidered patch logo on front pre-curved brim adjustable snapback closure mesh sides and back six-panel construction imported product color: collegiate navy product code: hs5601","['https://assets.adidas.com/images/w_600,f_auto,q_auto/430a5ad1da134a56b995af1e00640c9a_9366/Golf_Low-Profile_Trucker_Hat_Blue_HS5601_01_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/e9afe94a5a0543d9bc9daf1e00645961_9366/Golf_Low-Profile_Trucker_Hat_Blue_HS5601_02_standard_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/73f0e4f0a6b44809a160af1e0064abfc_9366/Golf_Low-Profile_Trucker_Hat_Blue_HS5601_41_detail.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/1bf8baf959264739aadcaf1e00651de7_9366/Golf_Low-Profile_Trucker_Hat_Blue_HS5601_42_detail.jpg']",golf low-profile trucker hat,17.0,30.0,6,2023-12-14 11:28:44,https://www.adidas.com/us/golf-low-profile-trucker-hat/HS5601.html,18.24~16.38~18.91~12.7,accessories,men
2457,instock,4.6,adidas,black / white,usa,"description stylish running shorts with high-performance elements. set your mind on your goals and take steps to make it happen. the marathon 20 running shorts boost your running with top-of-the-range technology while giving you a stylish look.   combining the most advanced features of running gear, these shorts are a favorite for challenging yourself on the track. the simple yet iconic design brings back the old times, with a classic aesthetic straight from the archives. crafted from peach-soft fabric, the shorts have an inner brief for extra support and aeroready to keep you comfortable longer. the meticulously placed reflective details ensure you are seen in low-light conditions, so you can own the run anytime.   made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste. details slim fit drawcord on elastic waist shell: 100% recycled polyester plain weave inner briefs: 100% recycled polyester single jersey aeroready mid rise key pocket on inner waist scalloped front hems reflective details imported product color: black / white product code: ic5184","['https://assets.adidas.com/images/w_600,f_auto,q_auto/3b1dad76bfe242f9b823af3900aab5c5_9366/Marathon_20_Running_Shorts_Black_IC5184_21_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/18366f70163744ce8a59af3900aabe0f_9366/Marathon_20_Running_Shorts_Black_IC5184_23_hover_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/7e40a42474d64896b5d8af3900aac5c3_9366/Marathon_20_Running_Shorts_Black_IC5184_25_model.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/974286e15ab74b5eb2f5af3900aaf97b_9366/Marathon_20_Running_Shorts_Black_IC5184_01_laydown.jpg']",marathon 20 running shorts,24.0,30.0,67,2023-12-14 11:29:02,https://www.adidas.com/us/marathon-20-running-shorts/IC5184.html,24.76~21.26~20.12~25.31~24.91,clothing,women
2458,instock,4.3,adidas,collegiate navy,usa,"description a golf hat with casual style, made in part with recycled materials. bring a whimsical look to your game with this adidas golf hat. the spray-dye effect gives you casual style from the course to the clubhouse. a clip closure on the back strap lets you fine-tune the fit.   made with a series of recycled materials, and at least 40% recycled content, this product represents just one of our solutions to help end plastic waste. details one size fits women 97% recycled polyester, 3% elastane plain weave pre-curved brim adjustable back strap with clip six-panel construction imported product color: collegiate navy product code: hs5479","['https://assets.adidas.com/images/w_600,f_auto,q_auto/a2ee382ed5ed47028198af220174fad4_9366/Spray-Dye_Hat_Blue_HS5479_01_standard.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/025c7d6ae7a443839cd7af2201753b0d_9366/Spray-Dye_Hat_Blue_HS5479_02_standard_hover.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/0b5fc039c25b455a88bbaf2201758269_9366/Spray-Dye_Hat_Blue_HS5479_41_detail.jpg', 'https://assets.adidas.com/images/w_600,f_auto,q_auto/6aef131c58734c7d9a0baf2201760017_9366/Spray-Dye_Hat_Blue_HS5479_42_detail.jpg']",spray-dye hat,20.0,28.0,4,2023-12-14 11:29:18,https://www.adidas.com/us/spray-dye-hat/HS5479.html,24.21~24.14~20.05,accessories,women
